"","subnum","condition","task","order","trial","interference","date","max","exponent","threshold","correct","rt1","rt2","r","addends","sum","digits","int_score","trial_time","dot","dob","age","gender","abacus_q","finger.counter","male","gender.12"
"3793",29,"baseline","baseline",1,6,0,"6/22/15 15:28",5.28,1.2,4,1,0.95,1.56,12,1,12,"1  5  6",-1,7.99,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3794",29,"baseline","baseline",1,7,0,"6/22/15 15:28",6.9,1.2,5,1,1,1.51,11,1,11,"6  3  2",-1,7.77,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3795",29,"baseline","baseline",1,8,0,"6/22/15 15:28",8.59,1.2,6,1,1.15,1.74,20,1,20,"8  3  9",-1,8.03,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3796",29,"baseline","baseline",1,9,0,"6/22/15 15:28",10.3,1.2,7,1,1.7,2.36,27,1,27,"8   8  11",-1,8.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3797",29,"baseline","baseline",1,10,0,"6/22/15 15:28",12.1,1.2,8,1,3.54,4.12,33,1,33,"11  11  11",-1,10.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3798",29,"baseline","baseline",1,11,0,"6/22/15 15:28",14,1.2,9,1,3.94,4.61,35,1,35,"15  14   6",-1,11.4,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3799",29,"baseline","baseline",1,12,0,"6/22/15 15:28",15.8,1.2,10,1,1.72,2.34,32,1,32,"16  15   1",-1,8.95,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3800",29,"baseline","baseline",1,13,0,"6/22/15 15:28",17.8,1.2,11,1,4.99,5.91,33,1,33,"18   5  10",-1,12.4,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3801",29,"baseline","baseline",1,14,0,"6/22/15 15:28",19.7,1.2,12,0,9.98,10.54,55,1,54,"19  16  19",-1,17.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3802",29,"baseline","baseline",1,15,0,"6/22/15 15:28",17.8,1.2,11,1,8.51,9.49,44,1,44,"17  18   9",-1,16.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3803",29,"baseline","baseline",1,16,0,"6/22/15 15:28",19.7,1.2,12,0,7.59,8.37,34,1,39,"4  15  20",-1,15,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3804",29,"baseline","baseline",1,17,0,"6/22/15 15:28",17.8,1.2,11,1,7.4,8.09,43,1,43,"16  10  17",-1,14.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3805",29,"baseline","baseline",1,18,0,"6/22/15 15:28",19.7,1.2,12,1,6.08,6.76,41,1,41,"9  20  12",-1,13.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3806",29,"baseline","baseline",1,19,0,"6/22/15 15:28",21.7,1.2,13,1,2.93,3.61,43,1,43,"12  21  10",-1,10.1,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3807",29,"baseline","baseline",1,20,0,"6/22/15 15:28",23.7,1.2,14,0,11.31,11.95,75,1,58,"23  12  23",-1,18.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3808",29,"baseline","baseline",1,21,0,"6/22/15 15:28",21.7,1.2,13,0,15.44,16.08,51,1,50,"22  16  12",-1,22.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3809",29,"baseline","baseline",1,22,0,"6/22/15 15:28",19.7,1.2,12,1,2.29,2.9,41,1,41,"5  16  20",-1,9.48,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3810",29,"baseline","baseline",1,23,0,"6/22/15 15:28",21.7,1.2,13,0,19.43,20.15,56,1,49,"18  22   9",-1,26.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3811",29,"baseline","baseline",1,24,0,"6/22/15 15:28",19.7,1.2,12,1,5.91,6.63,42,1,42,"21  18   3",-1,13.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3812",29,"baseline","baseline",1,25,0,"6/22/15 15:28",21.7,1.2,13,0,4.25,5.04,39,1,31,"2   7  22",-1,11.5,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3813",29,"baseline","baseline",1,26,0,"6/22/15 15:28",19.7,1.2,12,1,2.81,3.68,28,1,28,"8  19   1",-1,10,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3814",29,"baseline","baseline",1,27,0,"6/22/15 15:28",21.7,1.2,13,0,6.36,7.08,47,1,57,"15  19  23",-1,13.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3815",29,"baseline","baseline",1,28,0,"6/22/15 15:28",19.7,1.2,12,1,1.92,2.56,47,1,47,"20  20   7",-1,9.07,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3816",29,"baseline","baseline",1,29,0,"6/22/15 15:28",21.7,1.2,13,0,5.08,5.77,39,1,36,"1  13  22",-1,12.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3817",29,"baseline","baseline",1,30,0,"6/22/15 15:28",19.7,1.2,12,1,6.8,7.57,43,1,43,"14   9  20",-1,14.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3818",29,"baseline","baseline",1,31,0,"6/22/15 15:28",21.7,1.2,13,0,4.87,5.5,40,1,43,"23  13   7",-1,12.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3819",29,"baseline","baseline",1,32,0,"6/22/15 15:28",19.7,1.2,12,0,15.28,15.9,51,1,56,"19  16  21",-1,22.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3820",29,"baseline","baseline",1,33,0,"6/22/15 15:28",17.8,1.2,11,1,9.78,10.88,50,1,50,"18  18  14",-1,17.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3821",29,"baseline","baseline",1,34,0,"6/22/15 15:28",19.7,1.2,12,0,13.65,14.31,47,1,41,"9  19  13",-1,20.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3822",29,"baseline","baseline",1,35,0,"6/22/15 15:28",17.8,1.2,11,1,5.8,6.43,36,1,36,"17  12   7",-1,13,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3823",29,"baseline","baseline",1,36,0,"6/22/15 15:28",19.7,1.2,12,0,6.95,7.6,31,1,41,"14  19   8",-1,14.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3824",29,"baseline","baseline",1,37,0,"6/22/15 15:28",17.8,1.2,11,1,15.57,16.25,46,1,46,"18  10  18",-1,22.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3830",29,"blindfold","blindfold",2,4,0,"6/22/15 15:39",2.3,1.2,2,1,1.12,1.57,5,1,5,"2  1  2",-1,7.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3831",29,"blindfold","blindfold",2,5,0,"6/22/15 15:39",3.74,1.2,3,1,1.22,1.86,12,1,12,"3  5  4",-1,8.33,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3832",29,"blindfold","blindfold",2,6,0,"6/22/15 15:39",5.28,1.2,4,1,1.19,1.78,10,1,10,"5  4  1",-1,8.24,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3833",29,"blindfold","blindfold",2,7,0,"6/22/15 15:39",6.9,1.2,5,1,3.3,3.96,15,1,15,"7  2  6",-1,10.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3834",29,"blindfold","blindfold",2,8,0,"6/22/15 15:39",8.59,1.2,6,1,1.29,1.92,10,1,10,"1  1  8",-1,8.11,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3835",29,"blindfold","blindfold",2,9,0,"6/22/15 15:39",10.3,1.2,7,1,1.31,2,29,1,29,"10   9  10",-1,8.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3836",29,"blindfold","blindfold",2,10,0,"6/22/15 15:39",12.1,1.2,8,1,3.5,4.23,19,1,19,"2   4  13",-1,10.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3837",29,"blindfold","blindfold",2,11,0,"6/22/15 15:39",14,1.2,9,0,6.01,6.6,26,1,28,"6   7  15",-1,13.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3838",29,"blindfold","blindfold",2,12,0,"6/22/15 15:39",12.1,1.2,8,1,2.24,2.96,31,1,31,"8  12  11",-1,9.27,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3839",29,"blindfold","blindfold",2,13,0,"6/22/15 15:39",14,1.2,9,0,11.61,12.36,29,1,31,"12   6  13",-1,18.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3840",29,"blindfold","blindfold",2,14,0,"6/22/15 15:39",12.1,1.2,8,1,5.49,6.13,30,1,30,"11  11   8",-1,12.5,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3841",29,"blindfold","blindfold",2,15,0,"6/22/15 15:39",14,1.2,9,1,5.16,5.84,25,1,25,"8  14   3",-1,12.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3842",29,"blindfold","blindfold",2,16,0,"6/22/15 15:39",15.8,1.2,10,1,4.7,5.41,34,1,34,"16  16   2",-1,11.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3843",29,"blindfold","blindfold",2,17,0,"6/22/15 15:39",17.8,1.2,11,1,5.47,6.78,31,1,31,"18   4   9",-1,13.4,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3844",29,"blindfold","blindfold",2,18,0,"6/22/15 15:39",19.7,1.2,12,1,5.41,6.16,39,1,39,"16   3  20",-1,12.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3845",29,"blindfold","blindfold",2,19,0,"6/22/15 15:39",21.7,1.2,13,0,8.7,9.41,40,1,50,"14  15  21",-1,16.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3846",29,"blindfold","blindfold",2,20,0,"6/22/15 15:39",19.7,1.2,12,1,3.54,4.16,45,1,45,"21  10  14",-1,10.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3847",29,"blindfold","blindfold",2,21,0,"6/22/15 15:39",21.7,1.2,13,1,6.59,7.36,42,1,42,"1  18  23",-1,13.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3848",29,"blindfold","blindfold",2,22,0,"6/22/15 15:39",23.7,1.2,14,0,12.43,13.2,34,1,55,"16  25  14",-1,20,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3849",29,"blindfold","blindfold",2,23,0,"6/22/15 15:39",21.7,1.2,13,0,7.82,8.56,38,1,58,"22  14  22",-1,15.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3850",29,"blindfold","blindfold",2,24,0,"6/22/15 15:39",19.7,1.2,12,1,2.64,3.35,34,1,34,"19   1  14",-1,9.94,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3851",29,"blindfold","blindfold",2,25,0,"6/22/15 15:39",21.7,1.2,13,1,3.9,4.63,43,1,43,"14   7  22",-1,11.4,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3852",29,"blindfold","blindfold",2,26,0,"6/22/15 15:39",23.7,1.2,14,0,15.73,16.7,56,1,59,"17  25  17",-1,23.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3853",29,"blindfold","blindfold",2,27,0,"6/22/15 15:39",21.7,1.2,13,0,12.88,13.73,37,1,47,"21  13  13",-1,20.5,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3854",29,"blindfold","blindfold",2,28,0,"6/22/15 15:39",19.7,1.2,12,1,7.3,8.06,40,1,40,"14   5  21",-1,14.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3855",29,"blindfold","blindfold",2,29,0,"6/22/15 15:39",21.7,1.2,13,1,3.51,4.24,51,1,51,"7  23  21",-1,11,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3856",29,"blindfold","blindfold",2,30,0,"6/22/15 15:39",23.7,1.2,14,1,5.15,5.95,38,1,38,"2  12  24",-1,12.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3857",29,"blindfold","blindfold",2,31,0,"6/22/15 15:39",25.8,1.2,15,1,2.92,3.72,29,1,29,"1   2  26",-1,10.1,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3858",29,"blindfold","blindfold",2,32,0,"6/22/15 15:39",27.9,1.2,16,1,6.65,7.27,44,1,44,"27   3  14",-1,13.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3859",29,"blindfold","blindfold",2,33,0,"6/22/15 15:39",30,1.2,17,1,4.79,6.36,50,1,50,"31   6  13",-1,13,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3860",29,"blindfold","blindfold",2,34,0,"6/22/15 15:39",32.1,1.2,18,0,9.57,10.32,62,1,82,"30  19  33",-1,17,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3861",29,"blindfold","blindfold",2,35,0,"6/22/15 15:39",30,1.2,17,1,4.06,5.39,62,1,62,"21  11  30",-1,12,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3862",29,"blindfold","blindfold",2,36,0,"6/22/15 15:39",32.1,1.2,18,0,15.35,15.96,44,1,67,"26   9  32",-1,22.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3863",29,"blindfold","blindfold",2,37,0,"6/22/15 15:39",30,1.2,17,1,4.93,6.2,62,1,62,"30   3  29",-1,12.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3909",29,"stillhands","stillhands",3,4,0,"6/22/15 15:50",2.3,1.2,2,1,1.26,1.74,4,1,4,"1  1  2",-1,7.85,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3910",29,"stillhands","stillhands",3,5,0,"6/22/15 15:50",3.74,1.2,3,1,3.13,3.61,9,1,9,"2  2  5",-1,9.76,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3911",29,"stillhands","stillhands",3,6,0,"6/22/15 15:50",5.28,1.2,4,1,2.77,3.27,9,1,9,"2  6  1",-1,9.48,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3912",29,"stillhands","stillhands",3,7,0,"6/22/15 15:50",6.9,1.2,5,1,1.51,2.18,12,1,12,"5  6  1",-1,8.63,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3913",29,"stillhands","stillhands",3,8,0,"6/22/15 15:50",8.59,1.2,6,1,2.45,3.12,14,1,14,"3  2  9",-1,9.38,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3914",29,"stillhands","stillhands",3,9,0,"6/22/15 15:50",10.3,1.2,7,1,1.68,2.51,27,1,27,"9   8  10",-1,8.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3915",29,"stillhands","stillhands",3,10,0,"6/22/15 15:50",12.1,1.2,8,1,5.23,5.86,23,1,23,"3  11   9",-1,12.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3916",29,"stillhands","stillhands",3,11,0,"6/22/15 15:50",14,1.2,9,1,3.68,4.35,29,1,29,"13  13   3",-1,10.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3917",29,"stillhands","stillhands",3,12,0,"6/22/15 15:50",15.8,1.2,10,1,9.87,10.52,41,1,41,"17   9  15",-1,17.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3918",29,"stillhands","stillhands",3,13,0,"6/22/15 15:50",17.8,1.2,11,0,4.23,4.92,24,1,34,"5  10  19",-1,11.4,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3919",29,"stillhands","stillhands",3,14,0,"6/22/15 15:50",15.8,1.2,10,0,9,9.81,38,1,35,"16   6  13",-1,16.5,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3920",29,"stillhands","stillhands",3,15,0,"6/22/15 15:50",14,1.2,9,1,6.53,8.16,40,1,40,"14  11  15",-1,14.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3921",29,"stillhands","stillhands",3,16,0,"6/22/15 15:50",15.8,1.2,10,1,2.73,3.41,28,1,28,"4  15   9",-1,10.1,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3922",29,"stillhands","stillhands",3,17,0,"6/22/15 15:50",17.8,1.2,11,0,11.8,12.51,41,1,51,"15  17  19",-1,19.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3923",29,"stillhands","stillhands",3,18,0,"6/22/15 15:50",15.8,1.2,10,0,7.43,8.1,20,1,30,"4  15  11",-1,14.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3924",29,"stillhands","stillhands",3,19,0,"6/22/15 15:50",14,1.2,9,0,10.56,11.26,23,1,28,"8   5  15",-1,17.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3925",29,"stillhands","stillhands",3,20,0,"6/22/15 15:50",12.1,1.2,8,1,1.98,2.71,18,1,18,"3   4  11",-1,9.15,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3926",29,"stillhands","stillhands",3,21,0,"6/22/15 15:50",14,1.2,9,1,3.44,4.08,20,1,20,"2   5  13",-1,10.5,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3927",29,"stillhands","stillhands",3,22,0,"6/22/15 15:50",15.8,1.2,10,0,10.96,11.65,35,1,38,"13  16   9",-1,18.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3928",29,"stillhands","stillhands",3,23,0,"6/22/15 15:50",14,1.2,9,1,2,2.62,32,1,32,"5  15  12",-1,9.23,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3929",29,"stillhands","stillhands",3,24,0,"6/22/15 15:50",15.8,1.2,10,0,10.18,10.84,36,1,34,"4  17  13",-1,17.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3930",29,"stillhands","stillhands",3,25,0,"6/22/15 15:50",14,1.2,9,0,8.38,9.32,37,1,32,"11   8  13",-1,15.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3931",29,"stillhands","stillhands",3,26,0,"6/22/15 15:50",12.1,1.2,8,1,4.24,5.03,24,1,24,"11  12   1",-1,11.4,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3932",29,"stillhands","stillhands",3,27,0,"6/22/15 15:50",14,1.2,9,0,4.78,5.43,25,1,28,"6   9  13",-1,12,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3933",29,"stillhands","stillhands",3,28,0,"6/22/15 15:50",12.1,1.2,8,1,11.77,12.56,21,1,21,"2  11   8",-1,18.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3934",29,"stillhands","stillhands",3,29,0,"6/22/15 15:50",14,1.2,9,1,5.16,5.91,30,1,30,"15   2  13",-1,12.5,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3935",29,"stillhands","stillhands",3,30,0,"6/22/15 15:50",15.8,1.2,10,1,7.84,9.07,23,1,23,"17   5   1",-1,15.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3936",29,"stillhands","stillhands",3,31,0,"6/22/15 15:50",17.8,1.2,11,1,12.77,16.15,42,1,42,"18  17   7",-1,22.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3937",29,"stillhands","stillhands",3,32,0,"6/22/15 15:50",19.7,1.2,12,1,3.17,3.8,36,1,36,"7  20   9",-1,10.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3938",29,"stillhands","stillhands",3,33,0,"6/22/15 15:50",21.7,1.2,13,1,2.21,4.05,44,1,44,"20  21   3",-1,10.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3939",29,"stillhands","stillhands",3,34,0,"6/22/15 15:50",23.7,1.2,14,1,4.79,5.48,50,1,50,"3  24  23",-1,12.1,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3940",29,"stillhands","stillhands",3,35,0,"6/22/15 15:50",25.8,1.2,15,0,15.68,16.25,44,1,64,"24  25  15",-1,23.1,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3941",29,"stillhands","stillhands",3,36,0,"6/22/15 15:50",23.7,1.2,14,1,19.75,20.49,42,1,42,"25   3  14",-1,27.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3942",29,"stillhands","stillhands",3,37,0,"6/22/15 15:50",25.8,1.2,15,1,4.86,5.65,39,1,39,"7  27   5",-1,12.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3869",29,"interference","interference",4,4,1,"6/22/15 16:01",2.3,1.2,2,1,3.51,4.02,4,1,4,"1  1  2",97,6.96,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3870",29,"interference","interference",4,5,1,"6/22/15 16:01",3.74,1.2,3,1,2.89,3.68,10,1,10,"4  5  1",98,6.97,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3871",29,"interference","interference",4,6,1,"6/22/15 16:01",5.28,1.2,4,1,3.2,3.74,8,1,8,"3  4  1",88,6.97,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3872",29,"interference","interference",4,7,1,"6/22/15 16:01",6.9,1.2,5,1,4.88,5.65,15,1,15,"6  3  6",81,8.93,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3873",29,"interference","interference",4,8,1,"6/22/15 16:01",8.59,1.2,6,1,9.36,10.29,22,1,22,"10   7   5",93,13.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3874",29,"interference","interference",4,9,1,"6/22/15 16:01",10.3,1.2,7,1,2.34,3.49,24,1,24,"10  10   4",97,6.63,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3875",29,"interference","interference",4,10,1,"6/22/15 16:01",12.1,1.2,8,1,13.37,14.05,25,1,25,"12   9   4",95,17.4,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3876",29,"interference","interference",4,11,1,"6/22/15 16:01",14,1.2,9,1,7.32,8.12,23,1,23,"14   7   2",91,11.5,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3877",29,"interference","interference",4,12,1,"6/22/15 16:01",15.8,1.2,10,1,4.72,6.15,19,1,19,"2  16   1",94,9.26,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3878",29,"interference","interference",4,13,1,"6/22/15 16:01",17.8,1.2,11,0,11.21,12.08,37,1,47,"13  17  17",95,15.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3879",29,"interference","interference",4,14,1,"6/22/15 16:01",15.8,1.2,10,0,4.25,6.14,25,1,35,"15  15   5",101,9.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3880",29,"interference","interference",4,15,1,"6/22/15 16:01",14,1.2,9,1,10.99,11.99,18,1,18,"13   4   1",93,15.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3881",29,"interference","interference",4,16,1,"6/22/15 16:01",15.8,1.2,10,0,16.01,16.82,25,1,30,"5   9  16",97,20.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3882",29,"interference","interference",4,17,1,"6/22/15 16:01",14,1.2,9,1,6.49,7.34,29,1,29,"5  11  13",96,10.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3883",29,"interference","interference",4,18,1,"6/22/15 16:01",15.8,1.2,10,1,4.99,5.74,32,1,32,"17  10   5",98,9.08,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3884",29,"interference","interference",4,19,1,"6/22/15 16:01",17.8,1.2,11,0,11.35,12.16,30,1,40,"15  17   8",95,15.6,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3885",29,"interference","interference",4,20,1,"6/22/15 16:01",15.8,1.2,10,1,7.27,8.1,29,1,29,"15   2  12",98,11.3,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3886",29,"interference","interference",4,21,1,"6/22/15 16:01",17.8,1.2,11,1,10.16,11.01,31,1,31,"19   9   3",97,14.4,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3887",29,"interference","interference",4,22,1,"6/22/15 16:01",19.7,1.2,12,1,6.49,7.29,46,1,46,"9  21  16",87,10.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3888",29,"interference","interference",4,23,1,"6/22/15 16:01",21.7,1.2,13,1,6.83,7.59,54,1,54,"20  12  22",96,10.9,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3889",29,"interference","interference",4,24,1,"6/22/15 16:01",23.7,1.2,14,1,10.49,11.14,55,1,55,"23  25   7",89,14.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3890",29,"interference","interference",4,25,1,"6/22/15 16:01",25.8,1.2,15,0,10.37,11.29,39,1,59,"10  25  24",98,14.7,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3891",29,"interference","interference",4,26,1,"6/22/15 16:01",23.7,1.2,14,1,12.96,13.76,40,1,40,"2  14  24",97,17.1,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3892",29,"interference","interference",4,27,1,"6/22/15 16:01",25.8,1.2,15,1,8.58,9.33,42,1,42,"9   7  26",96,12.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3893",29,"interference","interference",4,28,1,"6/22/15 16:01",27.9,1.2,16,0,10.45,11.29,38,1,58,"29  16  13",96,14.8,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3894",29,"interference","interference",4,29,1,"6/22/15 16:01",25.8,1.2,15,1,12.53,13.36,62,1,62,"17  26  19",96,17,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
"3895",29,"interference","interference",4,30,1,"6/22/15 16:01",27.9,1.2,16,0,8.04,8.79,51,1,60,"22  29   9",93,12.2,"6/22/15","4/21/03",12.16974675,"M","yes but doesn't use",0,1,2
