"","subnum","condition","subnum","condition","task","order","trial","interference","date","max","exponent","threshold","correct","rt1","rt2","r","addends","sum","digits","int_score","trial_time","birthdate","testing.date","age","gender","gender.12"
"1","2033","Baseline",2033,NA,NA,1,16.5,0,NA,1197.65384615385,3,9.19230769230769,0.730769230769231,2.055,4.12961538461538,6086.46153846154,1,3589.30769230769,NA,-1,13.8346153846154,NA,NA,9.24,NA,2
"2","2301","Baseline",2301,NA,NA,1,14,0,NA,83.4285714285714,3,4,0.619047619047619,3.18857142857143,5.35666666666667,177.047619047619,1,223.809523809524,NA,-1,11.5442857142857,NA,NA,7.96,NA,1
"3","2302","Baseline",2302,NA,NA,1,16.5,0,NA,32.0384615384615,3,2.96153846153846,0.5,5.39538461538462,7.09576923076923,53.5384615384615,1,93.5,NA,-1,12.7380769230769,NA,NA,8.05,NA,2
"4","2303","Baseline",2303,NA,NA,3,16.5,0,NA,594.730769230769,3,7.88461538461539,0.615384615384615,3.56692307692308,5.66653846153846,1689.69230769231,1,1799.19230769231,NA,-1,14.4742307692308,NA,NA,10.96,NA,2
"5","2304","Baseline",2304,NA,NA,3,7,0,NA,142.714285714286,3,4.71428571428571,0.714285714285714,2.51,4.47428571428571,450.285714285714,1,421.714285714286,NA,-1,11.5457142857143,NA,NA,11.56,NA,2
"6","2305","Baseline",2305,NA,NA,1,17.5,0,NA,262.928571428571,3,5.78571428571429,0.571428571428571,2.32357142857143,3.97107142857143,922.321428571429,1,808.892857142857,NA,-1,11.5082142857143,NA,NA,8.67,NA,2
"7","2312","Baseline",2312,NA,NA,3,15,0,NA,608.391304347826,3,7.8695652173913,0.652173913043478,2.05521739130435,5.81434782608696,1778.52173913043,1,1740.30434782609,NA,-1,14.5265217391304,NA,NA,14.37,NA,2
"8","2313","Baseline",2313,NA,NA,1,16.5,0,NA,951.961538461538,3,9.03846153846154,0.653846153846154,3.08423076923077,5.99769230769231,2531.11538461538,1,2992.88461538462,NA,-1,15.5353846153846,NA,NA,12.55,NA,1
"9","2314","Baseline",2314,NA,NA,1,20.5,0,NA,59.0294117647059,3,3.61764705882353,0.529411764705882,2.61323529411765,4.60941176470588,167.529411764706,1,181.323529411765,NA,-1,10.6438235294118,NA,NA,13.21,NA,1
"10","2317","Baseline",2317,NA,NA,2,18,0,NA,20.3103448275862,3,2.44827586206897,0.482758620689655,3.42379310344828,5.28275862068966,60.0344827586207,1,63.5862068965517,NA,-1,10.7079310344828,NA,NA,10.95,NA,1
"11","2318","Baseline",2318,NA,NA,4,18,0,NA,634.758620689655,3,8.06896551724138,0.620689655172414,2.34275862068966,5.76275862068966,3889.65517241379,1,1835.93103448276,NA,-1,14.3851724137931,NA,NA,11.77,NA,2
"12","2319","Baseline",2319,NA,NA,4,17,0,NA,199.444444444444,3,5.44444444444444,0.592592592592593,2.56703703703704,4.30222222222222,650.444444444444,1,609.185185185185,NA,-1,11.8151851851852,NA,NA,13.44,NA,2
"13","2320","Baseline",2320,NA,NA,3,17.5,0,NA,38.5,3,3.14285714285714,0.5,2.09214285714286,4.0425,113.357142857143,1,112.321428571429,NA,-1,9.73428571428571,NA,NA,11.31,NA,2
"14","2322","Baseline",2322,NA,NA,4,14.5,0,NA,67.1363636363636,3,3.86363636363636,0.545454545454545,3.90772727272727,6.64909090909091,192.636363636364,1,223.363636363636,NA,-1,12.7809090909091,NA,NA,12.92,NA,1
"15","2324","Baseline",2324,NA,NA,1,17.5,0,NA,272.214285714286,3,6.07142857142857,0.571428571428571,4.18428571428571,6.06571428571429,828.285714285714,1,830.5,NA,-1,14.01,NA,NA,12.01,NA,2
"16","2326","Baseline",2326,NA,NA,1,16,0,NA,137.04,3,4.8,0.6,2.3488,3.9168,430.84,1,456.28,NA,-1,11.1652,NA,NA,10.2,NA,2
"17","2328","Baseline",2328,NA,NA,2,7.5,0,NA,36.75,3,3,0.75,2.495,4.2175,128.75,1,123.125,NA,-1,10.01625,NA,NA,11.18,NA,2
"18","2330","Baseline",2330,NA,NA,2,16.5,0,NA,99.1923076923077,3,4.26923076923077,0.538461538461538,2.60884615384615,4.20576923076923,294.576923076923,1,314.230769230769,NA,-1,10.9288461538462,NA,NA,10.04,NA,2
"19","2332","Baseline",2332,NA,NA,4,20,0,NA,68.6666666666667,3,3.87878787878788,0.545454545454545,3.10575757575758,5.14393939393939,182.242424242424,1,191.848484848485,NA,-1,11.0954545454545,NA,NA,9.44,NA,2
"20","2336","Baseline",2336,NA,NA,4,16,0,NA,35.52,3,2.88,0.52,2.612,3.9376,107.52,1,111.68,NA,-1,9.4684,NA,NA,9.19,NA,2
