subnum, condition, task, order, trial,interference,date,max,exponent,threshold,correct,rt1,rt2,r,addends,sum,digits,int_score,trial_time
16,stillhands,stillhands,3,26,0,20140417T110617,1.58E+01,1.20E+00,10,1,10.57,11.22,47,1,47,17  15  15,-1,1.45E+01
16,stillhands,stillhands,3,27,0,20140417T110617,1.78E+01,1.20E+00,11,0,15.99,16.77,40,1,30,6   5  19,-1,1.98E+01
16,stillhands,stillhands,3,28,0,20140417T110617,1.58E+01,1.20E+00,10,1,8.49,9.12,18,1,18,16   1   1,-1,1.19E+01
16,stillhands,stillhands,3,29,0,20140417T110617,1.78E+01,1.20E+00,11,0,21.53,22.25,26,1,36,5  17  14,-1,2.54E+01
16,stillhands,stillhands,3,30,0,20140417T110617,1.58E+01,1.20E+00,10,1,7.85,8.44,21,1,21,5  15   1,-1,1.13E+01
17,baseline,baseline,4,1,0,2/17/15 13:28,3,1.20E+00,1,1,0.7,1.25,8,1,8,2  4  2,-1,8.47E+00
17,baseline,baseline,4,2,0,2/17/15 13:28,3,1.20E+00,1,1,1.71,2.18,9,1,9,2  3  4,-1,8.59E+00
17,baseline,baseline,4,3,0,2/17/15 13:28,3,1.20E+00,1,1,1.76,2.29,8,1,8,3  2  3,-1,8.59E+00
17,baseline,baseline,4,4,0,2/17/15 13:28,2.30E+00,1.20E+00,2,1,1.01,1.5,4,1,4,2  1  1,-1,7.79E+00
17,baseline,baseline,4,5,0,2/17/15 13:28,3.74E+00,1.20E+00,3,1,0.9,1.32,8,1,8,3  1  4,-1,7.79E+00
17,baseline,baseline,4,6,0,2/17/15 13:28,5.28E+00,1.20E+00,4,1,1.62,2.23,12,1,12,6  5  1,-1,8.79E+00
17,baseline,baseline,4,7,0,2/17/15 13:28,6.90E+00,1.20E+00,5,1,1.62,2.21,11,1,11,2  2  7,-1,8.46E+00
17,baseline,baseline,4,8,0,2/17/15 13:28,8.59E+00,1.20E+00,6,1,1.75,2.43,17,1,17,9  3  5,-1,8.96E+00
17,baseline,baseline,4,9,0,2/17/15 13:28,1.03E+01,1.20E+00,7,1,0.9,1.53,28,1,28,9   9  10,-1,8.04E+00
17,baseline,baseline,4,10,0,2/17/15 13:28,1.21E+01,1.20E+00,8,1,1.68,2.28,23,1,23,10  12   1,-1,8.62E+00
17,baseline,baseline,4,11,0,2/17/15 13:28,1.40E+01,1.20E+00,9,1,1.52,2.14,21,1,21,1  14   6,-1,8.77E+00
17,baseline,baseline,4,12,0,2/17/15 13:28,1.58E+01,1.20E+00,10,1,2.59,3.27,39,1,39,16   7  16,-1,1.01E+01
17,baseline,baseline,4,13,0,2/17/15 13:28,1.78E+01,1.20E+00,11,1,1.88,3.18,47,1,47,12  18  17,-1,9.95E+00
17,baseline,baseline,4,14,0,2/17/15 13:28,1.97E+01,1.20E+00,12,1,4.81,5.42,54,1,54,20  16  18,-1,1.22E+01
17,baseline,baseline,4,15,0,2/17/15 13:28,2.17E+01,1.20E+00,13,1,21.61,22.35,57,1,57,22  14  21,-1,2.93E+01
17,baseline,baseline,4,16,0,2/17/15 13:28,2.37E+01,1.20E+00,14,1,1.87,2.5,47,1,47,23  20   4,-1,9.23E+00
17,baseline,baseline,4,17,0,2/17/15 13:28,2.58E+01,1.20E+00,15,1,2.44,3,33,1,33,6   1  26,-1,9.69E+00
17,baseline,baseline,4,18,0,2/17/15 13:28,2.79E+01,1.20E+00,16,1,8.36,8.97,77,1,77,23  26  28,-1,1.58E+01
17,baseline,baseline,4,19,0,2/17/15 13:28,3.00E+01,1.20E+00,17,1,10.02,10.69,81,1,81,24  31  26,-1,1.76E+01
17,baseline,baseline,4,20,0,2/17/15 13:28,3.21E+01,1.20E+00,18,1,6.85,7.54,60,1,60,10  18  32,-1,1.42E+01
17,baseline,baseline,4,21,0,2/17/15 13:28,3.42E+01,1.20E+00,19,1,10.94,11.62,84,1,84,35  17  32,-1,1.85E+01
17,baseline,baseline,4,22,0,2/17/15 13:28,3.64E+01,1.20E+00,20,1,6.92,7.58,84,1,84,35  36  13,-1,1.44E+01
17,baseline,baseline,4,23,0,2/17/15 13:28,3.86E+01,1.20E+00,21,1,1.61,2.25,90,1,90,25  40  25,-1,8.97E+00
17,baseline,baseline,4,24,0,2/17/15 13:28,4.08E+01,1.20E+00,22,1,5.02,5.82,70,1,70,18  41  11,-1,1.25E+01
17,baseline,baseline,4,25,0,2/17/15 13:28,4.31E+01,1.20E+00,23,0,10.66,11.34,81,1,91,44  18  29,-1,1.82E+01
17,baseline,baseline,4,26,0,2/17/15 13:28,4.08E+01,1.20E+00,22,1,3.19,4.05,83,1,83,3  40  40,-1,1.04E+01
17,baseline,baseline,4,27,0,2/17/15 13:28,4.31E+01,1.20E+00,23,1,1.92,2.62,51,1,51,3   6  42,-1,9.24E+00
17,baseline,baseline,4,28,0,2/17/15 13:28,4.53E+01,1.20E+00,24,1,21.67,22.48,116,1,116,45  44  27,-1,2.95E+01
17,baseline,baseline,4,29,0,2/17/15 13:28,4.76E+01,1.20E+00,25,1,4.34,5.04,69,1,69,49   2  18,-1,1.17E+01
17,baseline,baseline,4,30,0,2/17/15 13:28,4.99E+01,1.20E+00,26,0,14.27,16.6,106,1,109,13  51  45,-1,2.35E+01
17,baseline,baseline,4,31,0,2/17/15 13:28,4.76E+01,1.20E+00,25,1,15.49,16.45,140,1,140,48  48  44,-1,2.34E+01
17,baseline,baseline,4,32,0,2/17/15 13:28,4.99E+01,1.20E+00,26,1,9.71,10.4,97,1,97,5  49  43,-1,1.73E+01
17,baseline,baseline,4,33,0,2/17/15 13:28,5.22E+01,1.20E+00,27,1,1.47,2.4,129,1,129,49  51  29,-1,9.28E+00
17,baseline,baseline,4,34,0,2/17/15 13:28,5.45E+01,1.20E+00,28,1,11.43,12.19,93,1,93,26  12  55,-1,1.91E+01
17,baseline,baseline,4,35,0,2/17/15 13:28,5.69E+01,1.20E+00,29,0,30,30.18,-1,1,111,57  25  29,-1,3.72E+01
17,baseline,baseline,4,36,0,2/17/15 13:28,5.45E+01,1.20E+00,28,1,13.24,14.22,134,1,134,54  49  31,-1,2.12E+01
17,baseline,baseline,4,37,0,2/17/15 13:28,5.69E+01,1.20E+00,29,0,21.69,22.66,156,1,154,46  50  58,-1,2.97E+01
17,blindfold,blindfold,3,1,0,2/17/15 13:18,3,1.20E+00,1,1,1.4,1.98,7,1,7,2  4  1,-1,9.26E+00
17,blindfold,blindfold,3,2,0,2/17/15 13:18,3,1.20E+00,1,1,1.6,2.27,9,1,9,3  3  3,-1,8.77E+00
17,blindfold,blindfold,3,3,0,2/17/15 13:18,3,1.20E+00,1,1,0.77,1.35,6,1,6,2  1  3,-1,7.59E+00
17,blindfold,blindfold,3,4,0,2/17/15 13:18,2.30E+00,1.20E+00,2,1,1.35,1.91,6,1,6,2  2  2,-1,7.90E+00
17,blindfold,blindfold,3,5,0,2/17/15 13:18,3.74E+00,1.20E+00,3,1,0.95,1.59,9,1,9,4  2  3,-1,7.96E+00
17,blindfold,blindfold,3,6,0,2/17/15 13:18,5.28E+00,1.20E+00,4,1,1.41,2.22,12,1,12,4  4  4,-1,8.93E+00
17,blindfold,blindfold,3,7,0,2/17/15 13:18,6.90E+00,1.20E+00,5,1,1.43,2.14,14,1,14,7  4  3,-1,8.73E+00
17,blindfold,blindfold,3,8,0,2/17/15 13:18,8.59E+00,1.20E+00,6,1,2.2,2.89,21,1,21,8  8  5,-1,9.32E+00
17,blindfold,blindfold,3,9,0,2/17/15 13:18,1.03E+01,1.20E+00,7,1,1.48,2.24,17,1,17,2   4  11,-1,8.68E+00
17,blindfold,blindfold,3,10,0,2/17/15 13:18,1.21E+01,1.20E+00,8,1,1.48,2.15,21,1,21,12   8   1,-1,8.48E+00
17,blindfold,blindfold,3,11,0,2/17/15 13:18,1.40E+01,1.20E+00,9,1,1.56,2.36,27,1,27,1  13  13,-1,9.00E+00
17,blindfold,blindfold,3,12,0,2/17/15 13:18,1.58E+01,1.20E+00,10,1,1.46,2.19,29,1,29,9   3  17,-1,8.87E+00
17,blindfold,blindfold,3,13,0,2/17/15 13:18,1.78E+01,1.20E+00,11,1,3.76,4.54,43,1,43,14  12  17,-1,1.13E+01
17,blindfold,blindfold,3,14,0,2/17/15 13:18,1.97E+01,1.20E+00,12,1,1.38,2.07,49,1,49,19   9  21,-1,8.85E+00
17,blindfold,blindfold,3,15,0,2/17/15 13:18,2.17E+01,1.20E+00,13,1,16.33,17.14,64,1,64,19  23  22,-1,2.40E+01
17,blindfold,blindfold,3,16,0,2/17/15 13:18,2.37E+01,1.20E+00,14,1,3.57,4.42,34,1,34,6   5  23,-1,1.12E+01
17,blindfold,blindfold,3,17,0,2/17/15 13:18,2.58E+01,1.20E+00,15,1,2.22,2.99,57,1,57,21   9  27,-1,9.81E+00
17,blindfold,blindfold,3,18,0,2/17/15 13:18,2.79E+01,1.20E+00,16,1,11.75,14.25,65,1,65,28  15  22,-1,2.10E+01
17,blindfold,blindfold,3,19,0,2/17/15 13:18,3.00E+01,1.20E+00,17,1,11.13,11.9,75,1,75,27  18  30,-1,1.86E+01
17,blindfold,blindfold,3,20,0,2/17/15 13:18,3.21E+01,1.20E+00,18,1,1.49,2.24,39,1,39,32   1   6,-1,8.81E+00
17,blindfold,blindfold,3,21,0,2/17/15 13:18,3.42E+01,1.20E+00,19,1,1.9,2.55,54,1,54,3  17  34,-1,9.31E+00
17,blindfold,blindfold,3,22,0,2/17/15 13:18,3.64E+01,1.20E+00,20,1,7.11,7.83,59,1,59,9  13  37,-1,1.47E+01
17,blindfold,blindfold,3,23,0,2/17/15 13:18,3.86E+01,1.20E+00,21,1,10.78,11.47,78,1,78,38  21  19,-1,1.84E+01
17,blindfold,blindfold,3,24,0,2/17/15 13:18,4.08E+01,1.20E+00,22,1,7.87,8.53,77,1,77,40  28   9,-1,1.50E+01
17,blindfold,blindfold,3,25,0,2/17/15 13:18,4.31E+01,1.20E+00,23,1,2.59,3.45,95,1,95,21  31  43,-1,1.04E+01
17,blindfold,blindfold,3,26,0,2/17/15 13:18,4.53E+01,1.20E+00,24,1,9.75,10.58,76,1,76,23  45   8,-1,1.73E+01
17,blindfold,blindfold,3,27,0,2/17/15 13:18,4.76E+01,1.20E+00,25,1,8.73,9.88,104,1,104,47  21  36,-1,1.68E+01
17,blindfold,blindfold,3,28,0,2/17/15 13:18,4.99E+01,1.20E+00,26,1,4.29,5.52,117,1,117,35  32  50,-1,1.22E+01
17,blindfold,blindfold,3,29,0,2/17/15 13:18,5.22E+01,1.20E+00,27,1,1.89,2.75,90,1,90,8  31  51,-1,9.37E+00
17,blindfold,blindfold,3,30,0,2/17/15 13:18,5.45E+01,1.20E+00,28,0,10.18,11.14,116,1,106,23  55  28,-1,1.80E+01
17,blindfold,blindfold,3,31,0,2/17/15 13:18,5.22E+01,1.20E+00,27,0,20.63,21.59,114,1,110,52  36  22,-1,2.84E+01
17,blindfold,blindfold,3,32,0,2/17/15 13:18,4.99E+01,1.20E+00,26,0,30,30.17,-1,1,116,32  49  35,-1,3.71E+01
17,blindfold,blindfold,3,33,0,2/17/15 13:18,4.76E+01,1.20E+00,25,1,8.95,9.78,113,1,113,43  21  49,-1,1.68E+01
17,blindfold,blindfold,3,34,0,2/17/15 13:18,4.99E+01,1.20E+00,26,1,7.79,8.7,88,1,88,50   6  32,-1,1.53E+01
17,blindfold,blindfold,3,35,0,2/17/15 13:18,5.22E+01,1.20E+00,27,1,12.49,13.61,107,1,107,17  53  37,-1,2.06E+01
17,blindfold,blindfold,3,36,0,2/17/15 13:18,5.45E+01,1.20E+00,28,0,12.72,13.66,114,1,124,55  52  17,-1,2.06E+01
17,blindfold,blindfold,3,37,0,2/17/15 13:18,5.22E+01,1.20E+00,27,0,14.07,14.9,100,1,123,38  53  32,-1,2.17E+01
17,interference,interference,1,1,1,2/17/15 12:57,3,1.20E+00,1,1,3.17,3.77,5,1,5,1  2  2,98,7.42E+00
17,interference,interference,1,2,1,2/17/15 12:57,3,1.20E+00,1,1,2.42,2.97,5,1,5,1  1  3,100,6.11E+00
17,interference,interference,1,3,1,2/17/15 12:57,3,1.20E+00,1,1,2.55,3.12,6,1,6,2  1  3,100,6.16E+00
17,interference,interference,1,4,1,2/17/15 12:57,2.30E+00,1.20E+00,2,1,2.28,2.84,6,1,6,2  2  2,101,5.70E+00
17,interference,interference,1,5,1,2/17/15 12:57,3.74E+00,1.20E+00,3,1,2.72,3.27,6,1,6,2  1  3,97,6.31E+00
17,interference,interference,1,6,1,2/17/15 12:57,5.28E+00,1.20E+00,4,1,2.33,2.86,7,1,7,1  1  5,95,6.09E+00
17,interference,interference,1,7,1,2/17/15 12:57,6.90E+00,1.20E+00,5,1,3.7,4.51,16,1,16,6  3  7,92,7.84E+00
17,interference,interference,1,8,1,2/17/15 12:57,8.59E+00,1.20E+00,6,1,3.25,4.04,25,1,25,9  9  7,100,7.43E+00
17,interference,interference,1,9,1,2/17/15 12:57,1.03E+01,1.20E+00,7,1,2.58,3.36,19,1,19,8  10   1,95,6.44E+00
17,interference,interference,1,10,1,2/17/15 12:57,1.21E+01,1.20E+00,8,1,2.49,3.26,19,1,19,4   2  13,100,6.57E+00
17,interference,interference,1,11,1,2/17/15 12:57,1.40E+01,1.20E+00,9,1,5.49,7.68,38,1,38,14  15   9,95,1.13E+01
17,interference,interference,1,12,1,2/17/15 12:57,1.58E+01,1.20E+00,10,0,2.96,3.77,25,1,35,9  10  16,97,7.11E+00
17,interference,interference,1,13,1,2/17/15 12:57,1.40E+01,1.20E+00,9,1,3.39,4.3,37,1,37,14   8  15,97,7.78E+00
17,interference,interference,1,14,1,2/17/15 12:57,1.58E+01,1.20E+00,10,1,2.69,3.6,28,1,28,6   5  17,98,7.11E+00
17,interference,interference,1,15,1,2/17/15 12:57,1.78E+01,1.20E+00,11,1,5.48,6.13,22,1,22,1  18   3,99,9.42E+00
17,interference,interference,1,16,1,2/17/15 12:57,1.97E+01,1.20E+00,12,1,2.92,3.74,25,1,25,19   2   4,99,7.03E+00
17,interference,interference,1,17,1,2/17/15 12:57,2.17E+01,1.20E+00,13,1,3.82,4.76,51,1,51,15  15  21,91,8.50E+00
17,interference,interference,1,18,1,2/17/15 12:57,2.37E+01,1.20E+00,14,1,11.23,12.04,53,1,53,21  24   8,100,1.55E+01
17,interference,interference,1,19,1,2/17/15 12:57,2.58E+01,1.20E+00,15,1,6.55,7.31,66,1,66,15  26  25,98,1.11E+01
17,interference,interference,1,20,1,2/17/15 12:57,2.79E+01,1.20E+00,16,0,9.31,10.2,50,1,46,17  28   1,94,1.36E+01
17,interference,interference,1,21,1,2/17/15 12:57,2.58E+01,1.20E+00,15,1,7.38,8.25,61,1,61,9  26  26,99,1.19E+01
17,interference,interference,1,22,1,2/17/15 12:57,2.79E+01,1.20E+00,16,1,12.62,13.42,66,1,66,27  12  27,100,1.69E+01
17,interference,interference,1,23,1,2/17/15 12:57,3.00E+01,1.20E+00,17,0,10.28,11.4,66,1,67,28   9  30,98,1.47E+01
17,interference,interference,1,24,1,2/17/15 12:57,2.79E+01,1.20E+00,16,0,16.95,17.79,61,1,63,14  27  22,92,2.14E+01
17,interference,interference,1,25,1,2/17/15 12:57,2.58E+01,1.20E+00,15,0,8.69,9.62,70,1,65,13  25  27,97,1.32E+01
17,interference,interference,1,26,1,2/17/15 12:57,2.37E+01,1.20E+00,14,1,5.42,6.18,36,1,36,7   4  25,97,9.70E+00
17,interference,interference,1,27,1,2/17/15 12:57,2.58E+01,1.20E+00,15,1,10.08,10.91,72,1,72,26  25  21,98,1.46E+01
17,interference,interference,1,28,1,2/17/15 12:57,2.79E+01,1.20E+00,16,1,11.84,12.62,49,1,49,17  28   4,95,1.61E+01
17,interference,interference,1,29,1,2/17/15 12:57,3.00E+01,1.20E+00,17,0,23.82,24.58,42,1,62,29  15  18,94,2.81E+01
17,interference,interference,1,30,1,2/17/15 12:57,2.79E+01,1.20E+00,16,1,9.21,10.08,56,1,56,16  27  13,90,1.37E+01
17,interference,interference,1,31,1,2/17/15 12:57,3.00E+01,1.20E+00,17,1,17.88,18.72,74,1,74,16  27  31,97,2.23E+01
17,interference,interference,1,32,1,2/17/15 12:57,3.21E+01,1.20E+00,18,1,16.38,17.3,70,1,70,28  11  31,98,2.07E+01
17,interference,interference,1,33,1,2/17/15 12:57,3.42E+01,1.20E+00,19,1,7.71,8.51,60,1,60,8  34  18,101,1.19E+01
17,interference,interference,1,34,1,2/17/15 12:57,3.64E+01,1.20E+00,20,1,11.41,12.19,61,1,61,19  37   5,93,1.58E+01
17,interference,interference,1,35,1,2/17/15 12:57,3.86E+01,1.20E+00,21,0,30,30.27,-1,1,95,39  17  39,94,3.40E+01
17,interference,interference,1,36,1,2/17/15 12:57,3.64E+01,1.20E+00,20,1,8.61,9.37,64,1,64,23   4  37,101,1.31E+01
17,interference,interference,1,37,1,2/17/15 12:57,3.86E+01,1.20E+00,21,1,10.5,11.65,106,1,106,27  39  40,95,1.51E+01
17,interference,interference,1,38,1,2/17/15 12:57,4.08E+01,1.20E+00,22,0,13.73,14.52,80,1,83,41  34   8,95,1.79E+01
17,interference,interference,1,39,1,2/17/15 12:57,3.86E+01,1.20E+00,21,1,26.18,26.95,84,1,84,39  22  23,100,3.06E+01
17,interference,interference,1,40,1,2/17/15 12:57,4.08E+01,1.20E+00,22,1,12.8,13.63,86,1,86,11  34  41,98,1.71E+01
17,stillhands,stillhands,2,1,0,2/17/15 13:07,3,1.20E+00,1,1,4.29,4.9,9,1,9,3  3  3,-1,1.23E+01
17,stillhands,stillhands,2,2,0,2/17/15 13:07,3,1.20E+00,1,1,1.29,1.82,9,1,9,4  2  3,-1,8.30E+00
17,stillhands,stillhands,2,3,0,2/17/15 13:07,3,1.20E+00,1,1,0.95,1.47,5,1,5,1  2  2,-1,7.62E+00
17,stillhands,stillhands,2,4,0,2/17/15 13:07,2.30E+00,1.20E+00,2,1,0.5,1.03,5,1,5,2  2  1,-1,7.16E+00
17,stillhands,stillhands,2,5,0,2/17/15 13:07,3.74E+00,1.20E+00,3,1,1.45,2,8,1,8,4  2  2,-1,8.26E+00
17,stillhands,stillhands,2,6,0,2/17/15 13:07,5.28E+00,1.20E+00,4,1,1,1.52,6,1,6,1  4  1,-1,7.98E+00
17,stillhands,stillhands,2,7,0,2/17/15 13:07,6.90E+00,1.20E+00,5,1,0.94,1.93,17,1,17,7  8  2,-1,8.27E+00
17,stillhands,stillhands,2,8,0,2/17/15 13:07,8.59E+00,1.20E+00,6,1,1.71,2.62,21,1,21,3  9  9,-1,9.15E+00
17,stillhands,stillhands,2,9,0,2/17/15 13:07,1.03E+01,1.20E+00,7,1,1.16,1.81,22,1,22,5  8  9,-1,8.31E+00
17,stillhands,stillhands,2,10,0,2/17/15 13:07,1.21E+01,1.20E+00,8,1,1.67,2.45,30,1,30,5  12  13,-1,9.11E+00
17,stillhands,stillhands,2,11,0,2/17/15 13:07,1.40E+01,1.20E+00,9,1,1.15,1.87,24,1,24,14   8   2,-1,8.35E+00
17,stillhands,stillhands,2,12,0,2/17/15 13:07,1.58E+01,1.20E+00,10,1,2.06,2.77,34,1,34,11   8  15,-1,9.39E+00
17,stillhands,stillhands,2,13,0,2/17/15 13:07,1.78E+01,1.20E+00,11,1,4.61,5.27,42,1,42,13  19  10,-1,1.19E+01
17,stillhands,stillhands,2,14,0,2/17/15 13:07,1.97E+01,1.20E+00,12,1,0.45,1.25,38,1,38,1  19  18,-1,7.89E+00
17,stillhands,stillhands,2,15,0,2/17/15 13:07,2.17E+01,1.20E+00,13,0,2.93,3.67,52,1,42,22  12   8,-1,1.02E+01
17,stillhands,stillhands,2,16,0,2/17/15 13:07,1.97E+01,1.20E+00,12,1,10.35,10.97,44,1,44,21   8  15,-1,1.77E+01
17,stillhands,stillhands,2,17,0,2/17/15 13:07,2.17E+01,1.20E+00,13,1,5.62,6.37,53,1,53,16  22  15,-1,1.33E+01
17,stillhands,stillhands,2,18,0,2/17/15 13:07,2.37E+01,1.20E+00,14,1,3.93,4.67,47,1,47,23   6  18,-1,1.15E+01
17,stillhands,stillhands,2,19,0,2/17/15 13:07,2.58E+01,1.20E+00,15,0,3.21,3.89,31,1,46,5  14  27,-1,1.07E+01
17,stillhands,stillhands,2,20,0,2/17/15 13:07,2.37E+01,1.20E+00,14,1,7.43,8.18,45,1,45,16  23   6,-1,1.50E+01
17,stillhands,stillhands,2,21,0,2/17/15 13:07,2.58E+01,1.20E+00,15,1,3.2,4.44,48,1,48,22  25   1,-1,1.11E+01
17,stillhands,stillhands,2,22,0,2/17/15 13:07,2.79E+01,1.20E+00,16,1,0.96,1.66,45,1,45,29   1  15,-1,8.30E+00
17,stillhands,stillhands,2,23,0,2/17/15 13:07,3.00E+01,1.20E+00,17,1,2.09,2.87,58,1,58,5  29  24,-1,9.62E+00
17,stillhands,stillhands,2,24,0,2/17/15 13:07,3.21E+01,1.20E+00,18,1,9.22,11.36,89,1,89,32  32  25,-1,1.83E+01
17,stillhands,stillhands,2,25,0,2/17/15 13:07,3.42E+01,1.20E+00,19,1,4.25,4.98,58,1,58,34  22   2,-1,1.15E+01
17,stillhands,stillhands,2,26,0,2/17/15 13:07,3.64E+01,1.20E+00,20,1,1.06,1.73,89,1,89,35  35  19,-1,8.62E+00
17,stillhands,stillhands,2,27,0,2/17/15 13:07,3.86E+01,1.20E+00,21,1,1.05,1.82,80,1,80,39  40   1,-1,8.36E+00
17,stillhands,stillhands,2,28,0,2/17/15 13:07,4.08E+01,1.20E+00,22,1,15.44,16.37,115,1,115,33  42  40,-1,2.30E+01
17,stillhands,stillhands,2,29,0,2/17/15 13:07,4.31E+01,1.20E+00,23,1,2.96,3.86,63,1,63,17   4  42,-1,1.08E+01
17,stillhands,stillhands,2,30,0,2/17/15 13:07,4.53E+01,1.20E+00,24,1,15.77,16.83,103,1,103,46  29  28,-1,2.38E+01
17,stillhands,stillhands,2,31,0,2/17/15 13:07,4.76E+01,1.20E+00,25,0,13.03,14.11,117,1,127,42  49  36,-1,2.11E+01
17,stillhands,stillhands,2,32,0,2/17/15 13:07,4.53E+01,1.20E+00,24,0,8.27,9.34,106,1,107,46  20  41,-1,1.63E+01
17,stillhands,stillhands,2,33,0,2/17/15 13:07,4.31E+01,1.20E+00,23,0,13.27,14.04,69,1,89,23  44  22,-1,2.10E+01
17,stillhands,stillhands,2,34,0,2/17/15 13:07,4.08E+01,1.20E+00,22,1,1.3,2.1,59,1,59,41  10   8,-1,8.53E+00
17,stillhands,stillhands,2,35,0,2/17/15 13:07,4.31E+01,1.20E+00,23,0,5.58,6.63,106,1,116,42  36  38,-1,1.35E+01
17,stillhands,stillhands,2,36,0,2/17/15 13:07,4.08E+01,1.20E+00,22,1,9.83,10.53,79,1,79,42  15  22,-1,1.75E+01
17,stillhands,stillhands,2,37,0,2/17/15 13:07,4.31E+01,1.20E+00,23,1,2.63,3.37,76,1,76,10  43  23,-1,1.01E+01
17,stillhands,stillhands,2,38,0,2/17/15 13:07,4.53E+01,1.20E+00,24,1,19.4,20.25,112,1,112,29  37  46,-1,2.74E+01
17,stillhands,stillhands,2,39,0,2/17/15 13:07,4.76E+01,1.20E+00,25,1,3.01,4.16,109,1,109,30  32  47,-1,1.09E+01
17,stillhands,stillhands,2,40,0,2/17/15 13:07,4.99E+01,1.20E+00,26,1,3.38,4.34,133,1,133,50  40  43,-1,1.09E+01
17,stillhands,stillhands,2,41,0,2/17/15 13:07,5.22E+01,1.20E+00,27,1,1.38,2.16,78,1,78,51  20   7,-1,8.90E+00
17,stillhands,stillhands,2,42,0,2/17/15 13:07,5.45E+01,1.20E+00,28,1,4.64,5.39,99,1,99,38   6  55,-1,1.23E+01
18,baseline,baseline,3,1,0,3/5/15 18:33,3,1.20E+00,1,1,6.4,6.86,5,1,5,1  2  2,-1,1.41E+01
18,baseline,baseline,3,2,0,3/5/15 18:33,3,1.20E+00,1,1,2.56,3.05,8,1,8,3  2  3,-1,9.42E+00
18,baseline,baseline,3,3,0,3/5/15 18:33,3,1.20E+00,1,1,2,2.49,7,1,7,3  3  1,-1,8.86E+00
18,baseline,baseline,3,4,0,3/5/15 18:33,2.30E+00,1.20E+00,2,1,2.27,2.74,5,1,5,2  2  1,-1,8.90E+00
18,baseline,baseline,3,5,0,3/5/15 18:33,3.74E+00,1.20E+00,3,1,7.28,7.78,8,1,8,2  3  3,-1,1.41E+01
18,baseline,baseline,3,6,0,3/5/15 18:33,5.28E+00,1.20E+00,4,1,5.29,5.93,11,1,11,2  6  3,-1,1.23E+01
18,baseline,baseline,3,7,0,3/5/15 18:33,6.90E+00,1.20E+00,5,1,11.48,12.18,12,1,12,2  3  7,-1,1.86E+01
18,baseline,baseline,3,8,0,3/5/15 18:33,8.59E+00,1.20E+00,6,1,12.43,13.11,21,1,21,9  8  4,-1,1.98E+01
18,baseline,baseline,3,9,0,3/5/15 18:33,1.03E+01,1.20E+00,7,1,4.75,5.67,19,1,19,9  1  9,-1,1.22E+01
18,baseline,baseline,3,10,0,3/5/15 18:33,1.21E+01,1.20E+00,8,1,15.29,15.97,15,1,15,3   1  11,-1,2.25E+01
18,baseline,baseline,3,11,0,3/5/15 18:33,1.40E+01,1.20E+00,9,1,12.08,12.75,36,1,36,7  14  15,-1,1.97E+01
18,baseline,baseline,3,12,0,3/5/15 18:33,1.58E+01,1.20E+00,10,1,10.71,11.33,20,1,20,3  16   1,-1,1.79E+01
18,baseline,baseline,3,13,0,3/5/15 18:33,1.78E+01,1.20E+00,11,1,21.68,22.45,40,1,40,10  11  19,-1,2.91E+01
18,baseline,baseline,3,14,0,3/5/15 18:33,1.97E+01,1.20E+00,12,1,25.85,26.63,43,1,43,14   9  20,-1,3.34E+01
18,baseline,baseline,3,15,0,3/5/15 18:33,2.17E+01,1.20E+00,13,1,8.44,9.25,63,1,63,20  21  22,-1,1.61E+01
18,baseline,baseline,3,16,0,3/5/15 18:33,2.37E+01,1.20E+00,14,1,22.18,22.98,47,1,47,22  24   1,-1,2.97E+01
18,baseline,baseline,3,17,0,3/5/15 18:33,2.58E+01,1.20E+00,15,0,23.09,23.98,59,1,57,27   5  25,-1,3.09E+01
18,baseline,baseline,3,18,0,3/5/15 18:33,2.37E+01,1.20E+00,14,1,25.86,26.96,67,1,67,25  23  19,-1,3.39E+01
18,baseline,baseline,3,19,0,3/5/15 18:33,2.58E+01,1.20E+00,15,1,21.64,22.45,34,1,34,7   2  25,-1,2.90E+01
18,baseline,baseline,3,20,0,3/5/15 18:33,2.79E+01,1.20E+00,16,0,30,30.19,-1,1,62,21  14  27,-1,3.72E+01
18,baseline,baseline,3,21,0,3/5/15 18:33,2.58E+01,1.20E+00,15,0,7.63,8.43,42,1,43,25  10   8,-1,1.50E+01
18,baseline,baseline,3,22,0,3/5/15 18:33,2.37E+01,1.20E+00,14,1,20.14,21.13,49,1,49,12  14  23,-1,2.80E+01
18,baseline,baseline,3,23,0,3/5/15 18:33,2.58E+01,1.20E+00,15,1,23.23,24.02,58,1,58,22  10  26,-1,3.09E+01
18,baseline,baseline,3,24,0,3/5/15 18:33,2.79E+01,1.20E+00,16,1,26.24,27.02,69,1,69,29  26  14,-1,3.39E+01
18,baseline,baseline,3,25,0,3/5/15 18:33,3.00E+01,1.20E+00,17,1,2.33,3.05,60,1,60,28   2  30,-1,9.52E+00
18,baseline,baseline,3,26,0,3/5/15 18:33,3.21E+01,1.20E+00,18,0,30,30.17,-1,1,77,17  31  29,-1,3.70E+01
18,blindfold,blindfold,2,1,0,3/5/15 18:22,3,1.20E+00,1,1,1.36,1.91,5,1,5,1  2  2,-1,9.19E+00
18,blindfold,blindfold,2,2,0,3/5/15 18:22,3,1.20E+00,1,1,4.2,4.63,7,1,7,2  3  2,-1,1.09E+01
